Rok,"Příjmení, jméno",Titul,Věk,Navrh.strana,Polit.přísl.,Pocet hlasu lidi,Pocet hlasu v %,Pořadí kand.,Pořadí zvoleni,Mandát
2002,Štekl Jaroslav, ,53,KDU-ČSL,KDU-ČSL,3218,2.2,11,10, 
2002,Štěpáník Milan,MUDr.,48,KDU-ČSL,KDU-ČSL,2825,1.93,31,28, 
2002,Štěrba Miroslav, ,48,ČSSD,ČSSD,9195,2.27,11,2, 
2002,Štrbík Jiří,Ing.,45,ČSSD,ČSSD,8888,2.2,20,10, 
2002,Štrunc Petr, ,34,ODS,ODS,15708,2.11,19,19,*
2002,Šuma Václav,Mgr.,28,ODS,ODS,15706,2.11,22,2, 
2002,Šupina Vladimír,MUDr.,30,SZ,BEZPP,1725,2.4,14,0, 
2002,Švantner Miloslav, ,55,KSČM,KSČM,5610,2.15,26,18, 
2002,Tausch Milan,Ing.,35,PVP,BEZPP,4610,2.51,5,5, 
2002,Telínová Ivana,Ing.,35,SZ,BEZPP,1256,1.74,34,0, 
2002,Tofl Petr, ,33,ODS,ODS,15756,2.12,24,4, 
2002,Tomáš Martin, ,19,SZ,BEZPP,1253,1.74,30,0, 
2002,Trejbalová Marie, ,33,KDU-ČSL,KDU-ČSL,2694,1.84,25,22, 
2002,Treml Petr, ,52,KSČM,KSČM,5704,2.19,24,16, 
2002,Trhlík Jiří,Ing.,41,PVP,BEZPP,3987,2.17,20,17, 
2002,Tropp Miroslav, ,49,ODA,BEZPP,475,1.82,24,0, 
2002,Tůma Jaroslav,dipl. technik,59,SZ,BEZPP,999,1.39,45,0, 
2002,Tychtl Stanislav, ,49,US-DEU,US-DEU,1533,1.29,47,44, 
2002,Tyšer Stanislav, ,46,ČSSD,ČSSD,8349,2.06,28,18, 
2002,Uhlík František, ,34,ODS,ODS,16057,2.16,9,11,*
2002,Uhlík Jiří, ,32,ODS,ODS,16302,2.19,6,8,*
2002,Ulč Václav,Ing. arch.,41,KDU-ČSL,BEZPP,3343,2.29,16,15, 
2002,Ungr František,Ing.,67,ODS,ODS,15000,2.01,38,18, 
2002,Urie Bohumil,Mgr.,46,KSČM,BEZPP,5557,2.13,29,21, 
2002,Václav Josef, ,48,KSČM,KSČM,5667,2.17,23,15, 
2002,Vacovská Hana,MUDr.,49,PVP,BEZPP,3584,1.95,32,28, 
2002,Vágner Luboš, ,56,ČSSD,ČSSD,7896,1.95,39,29, 
2002,Velebný Marek,Mgr.,32,SZ,BEZPP,1249,1.73,31,0, 
2002,Veverková Pravoslava, ,55,ČSSD,ČSSD,9321,2.3,16,6, 
2002,Víšek Ivan, ,23,SZ,BEZPP,1321,1.83,23,0, 
2002,Vítek Karel,Ing.,46,PVP,PVP,4802,2.62,4,2, 
2002,Vlček Pavel,MUDr.,47,PVP,BEZPP,4227,2.3,18,15, 
2002,Vokoun Antonín, ,25,SŽJ,SŽJ,522,5.91,5,0, 
2002,Volf Jiří, ,29,SZ,BEZPP,1282,1.78,24,0, 
2002,Volf Ladislav,Ing.,60,KSČM,KSČM,5844,2.24,8,1, 
2002,Vondryska Vlastimil, ,50,KSČM,KSČM,6104,2.34,2,2,*
2002,Vordová Renata,Mgr.,38,PVP,BEZPP,3553,1.93,33,29, 
2002,Vosáhlová Božena, ,69,KSČM,KSČM,5217,2.0,46,38, 
2002,Votava Tomáš,MUDr. Ing.,29,SZ,BEZPP,1828,2.54,15,0, 
2002,Votlučková Martina, ,31,US-DEU,US-DEU,2385,2.0,20,17, 
2002,Vozobule Michal, ,21,US-DEU,BEZPP,2163,1.82,39,36, 
2002,Vozobule Milan,MUDr.,47,US-DEU,US-DEU,2679,2.25,16,13, 
2002,Vršecký Martin, ,27,ODA,BEZPP,957,3.68,15,0, 
2002,Výborný Jaroslav, ,49,ČSSD,ČSSD,7920,1.96,42,32, 
2002,Weber Roman, ,24,ODS,ODS,15087,2.03,36,16, 
2002,Weber Tomáš, ,43,SŽJ,BEZPP,915,10.37,7,0, 
2002,Wedelová Hana,JUDr.,47,PVP,BEZPP,3615,1.97,21,18, 
2002,Winkelhöfer Jiří, ,30,ODS,ODS,15884,2.13,15,16,*
2002,Zábranský Miroslav,Ing.,31,US-DEU,US-DEU,4105,3.45,1,2,*
2002,Zavadil Evžen, ,61,ODS,ODS,15673,2.1,27,7, 
2002,Zoubková Jana, ,51,SZ,BEZPP,1400,1.94,32,0, 
2002,Ženíšek Karel, ,56,KDU-ČSL,KDU-ČSL,2687,1.84,33,30, 
2006,Ambrozy Petr,Bc.,43,SD-SN,BEZPP,3390,2.0,19,22,-
2006,Anderle Jan,Ing.,50,PVP,PVP,4844,2.72,2,3,*
2006,Babor Aleš,Ing.,42,KDU-ČSL,KDU-ČSL,2745,1.94,17,20,-
2006,Balmetová Marie,MUDr.,31,PVP,BEZPP,3138,1.76,42,45,-
2006,Barnáš Adrian,MUDr.,29,KDU-ČSL,KDU-ČSL,2814,1.99,22,25,-
2006,Bartman Vladislav,Ing.,53,ODS,ODS,21709,2.15,20,20,*
2006,Basl Jiří,Ing.,37,KDU-ČSL,KDU-ČSL,3060,2.16,7,9,-
2006,Bayer Rudolf, ,33,NK,BEZPP,3514,2.08,12,15,-
2006,Benda Lukáš, ,23,ODS,ODS,20713,2.05,20,42,-
2006,Beránek Přemysl, ,29,ODS,ODS,20027,1.98,23,45,-
2006,Beránková Jarmila,DiS.,26,ČSSD,ČSSD,9713,2.15,13,23,-
2006,Bernhardt Tomáš,Mgr.,38,KDU-ČSL,KDU-ČSL,3023,2.14,9,11,-
2006,Bidlo Jaroslav, ,56,KSČM,KSČM,5902,2.12,19,25,-
2006,Bis Jiří,Ing.,65,ČSSD,ČSSD,10197,2.25,3,3,*
2006,Blabolová Vlasta, ,42,KDU-ČSL,KDU-ČSL,2692,1.9,33,36,-
2006,Bláhovec Jiří,MUDr.,54,PVP,BEZPP,4583,2.58,1,7,-
2006,Blažek Jan,Mgr.,29,SZ,BEZPP,3662,2.17,14,17,-
2006,Blažková Alexandra,Bc.,54,NK,BEZPP,3702,2.19,9,10,-
2006,Boček Pavel,MUDr.,45,KDU-ČSL,KDU-ČSL,4085,2.89,3,3,*
2006,Bochnovič Peter, ,38,PVP,BEZPP,3565,2.0,18,20,-
2006,Boubín Josef, ,63,ČSSD,ČSSD,9161,2.02,33,43,-
2006,Boudová Světlana, ,25,ČSSD,ČSSD,9600,2.12,16,26,-
2006,Brabec Miroslav,Mgr.,51,ČSSD,ČSSD,10003,2.21,6,6,*
2006,Brenkus Pavel, ,29,NK,BEZPP,3118,1.84,40,43,-
2006,Bruner Jiří,Ing.,58,KSČM,KSČM,5934,2.13,13,19,-
2006,Březina Pavel,Ing.,61,KSČM,BEZPP,5735,2.06,38,44,-
2006,Budil Ivo,Prof.,41,KDU-ČSL,BEZPP,3700,2.61,3,12,-
2006,Bugoš Jaroslav, ,55,KSČM,KSČM,5926,2.13,7,13,-
2006,Burda Miroslav,Ing.,42,PVP,BEZPP,2752,1.54,44,47,-
2006,Bystřická Jana, ,56,KSČM,KSČM,6192,2.22,5,5,*
2006,Caltová Marie,Mgr.,62,PVP,BEZPP,4135,2.32,20,22,-
2006,Cetina Josef,Ing.,70,SZ,SZ,3278,1.94,29,32,-
2006,Cíla Martin, ,43,SNK ED,BEZPP,3280,1.94,26,29,-
2006,Cudlman Otokar, ,50,KDU-ČSL,KDU-ČSL,2808,1.98,10,13,-
2006,Čechová Alena,Ing.,59,SNK ED,SNK ED,3475,2.05,20,23,-
2006,Čechová Radmila,Ing.,55,US-DEU,US-DEU,3732,2.21,7,7,-
2006,Čechová Zdeňka, ,32,SD-SN,BEZPP,3223,1.9,34,37,-
2006,Čechura Jaroslav, ,61,KSČM,BEZPP,5922,2.13,15,21,-
2006,Černá Hana, ,47,PVP,BEZPP,3548,1.99,34,37,-
2006,Černý Karel, ,58,PVP,KAN,3877,2.18,10,11,-
2006,Česáková Dagmar,Mgr.,49,PVP,BEZPP,3016,1.69,43,46,-
2006,Dajbychová Lenka,Ing.,42,PVP,BEZPP,3602,2.02,25,28,-
2006,Diviš Antonín,Ing.,53,ČSSD,ČSSD,9537,2.11,18,28,-
2006,Divišová Ivanka, ,58,KSČM,KSČM,6051,2.17,3,3,*
2006,Dolejšová Marta, ,55,ČSSD,ČSSD,9066,2.0,35,45,-
2006,Domanický Petr,Ing.,33,SOS,BEZPP,4969,2.94,3,5,*
2006,Draský David, ,27,ODS,ODS,21687,2.15,2,24,-
2006,Drnek Jan, ,45,"""KČ""","""KČ""",466,20.59,0,1,-
2006,Drofa Zdeněk, ,38,ODS,ODS,21645,2.14,15,15,*
2006,Drozd Jaromír, ,48,ČSSD,ČSSD,9670,2.14,3,13,-
2006,Duda Milan,JUDr.,48,KDU-ČSL,KDU-ČSL,2799,1.98,37,40,-
2006,Duchek Vladimír,Ing.,41,PVP,PVP,5293,2.98,1,1,*
2006,Fajfrová Eva,RNDr.,52,KDU-ČSL,KDU-ČSL,2791,1.97,25,28,-
2006,Fischerová Petra,Mgr.,38,ODS,ODS,22134,2.19,4,4,*
2006,Fládr Martin,Mgr.,34,PVP,BEZPP,3720,2.09,22,24,-
2006,Fluxa Jan,Mgr.,26,KDU-ČSL,KDU-ČSL,2558,1.81,38,41,-
2006,Fojtíček Ctibor,Ing.,68,PVP,BEZPP,3525,1.98,32,35,-
2006,Forejt Jakub,Ing.,42,KDU-ČSL,KDU-ČSL,3208,2.27,16,19,-
2006,Forman Petr, ,39,SNK ED,BEZPP,2699,1.59,44,47,-
2006,Frank Stanislav,Mgr.,51,PVP,PVP,3965,2.23,12,14,-
2006,Frouz Robert,Mgr.,37,KDU-ČSL,BEZPP,2868,2.03,28,31,-
2006,Fuchsová Radka,MUDr.,35,PVP,BEZPP,3277,1.84,39,42,-
2006,Görges Marek,JUDr.,34,PVP,BEZPP,3730,2.1,19,21,-
2006,Hacker Michal, ,26,ODS,ODS,19660,1.95,24,46,-
2006,Hajný Stanislav,Ing.,67,ODS,ODS,21667,2.15,7,29,-
2006,Hajšman Milan, ,28,KSČM,KSČM,5962,2.14,11,17,-
2006,Halámka Stanislav, ,52,SNK ED,BEZPP,3177,1.88,33,36,-
2006,Hanzlík Karel,Ing.,52,PVP,BEZPP,3425,1.92,37,40,-
2006,Hanzlíková Marie, ,53,KSČM,KSČM,5806,2.08,36,42,-
2006,Hauer Václav, ,57,ČSSD,ČSSD,9495,2.1,19,29,-
2006,Hejný Tomáš,Ing.,29,SD-SN,SNK ED,4040,2.39,4,3,-
2006,Hejný Zdeněk, ,40,SD-SN,SNK ED,3186,1.88,30,33,-
2006,Heřman Karel,Dr.,62,KSČM,KSČM,5956,2.14,5,11,-
2006,Heřman Václav, ,33,KSČM,BEZPP,6021,2.16,4,10,-
2006,Hessová Jaroslava,Mgr.,48,ČSSD,ČSSD,9782,2.16,8,18,-
2006,Hlásek František, ,47,KSČM,KSČM,6025,2.16,6,6,*
2006,Hógel Josef,Ing.,62,ODS,ODS,21712,2.15,22,22,*
2006,Holenda Jiří,Doc.,73,SNK ED,BEZPP,5169,3.06,2,2,*
2006,Holmanová Květa, ,47,US-DEU,US-DEU,3208,1.9,32,35,-
2006,Hora Zdeněk, ,38,SD-SN,BEZPP,3325,1.97,21,24,-
2006,Horňák Antonín,Ing.,51,KSČM,KSČM,6064,2.18,3,9,-
2006,Hornofová Zdeňka,Dr.,59,KSČM,KSČM,5986,2.15,12,18,-
2006,Houdek Robert, ,35,ODS,ODS,21629,2.14,21,21,*
2006,Houška Josef,Mgr.,59,ČSSD,ČSSD,9795,2.16,9,9,*
2006,Hric Karel, ,31,SZ,BEZPP,3464,2.05,18,21,-
2006,Hrubeš František,Dr.,54,KSČM,KSČM,6194,2.22,1,1,*
2006,Hrubešová Marcela, ,23,KSČM,BEZPP,5889,2.11,21,27,-
2006,Hubička Libor, ,22,KDU-ČSL,KDU-ČSL,2601,1.84,36,39,-
2006,Huclová Zuzana,Ing.,50,PVP,BEZPP,3988,2.24,9,9,-
2006,Hus Miroslav,PhDr.,52,PVP,PVP,4300,2.42,3,8,-
2006,Husák Jan, ,29,ODS,ODS,21485,2.13,4,26,-
2006,Chaloupka Pavel,Mgr.,54,ČSSD,ČSSD,9612,2.12,11,21,-
2006,Chalupný Michal,Bc.,37,ČSSD,ČSSD,9764,2.16,7,7,*
2006,Charvát Miroslav,"Mgr.,",44,ODS,ODS,22133,2.19,5,5,*
2006,Chovanec Milan, ,36,ČSSD,ČSSD,10025,2.22,1,1,*
2006,Ichová Eva, ,29,SZ,BEZPP,3125,1.85,43,46,-
2006,Imrich Izsmán, ,56,ČSSD,ČSSD,8872,1.96,36,46,-
2006,Irlbek Ludvík, ,53,KSČM,KSČM,5894,2.12,20,26,-
2006,Janků Milan, ,52,ODS,ODS,20501,2.03,21,43,-
2006,Jánošíková Petra,JUDr.,30,PVP,BEZPP,4031,2.27,15,17,-
2006,Janoušek Aleš,Mgr.,30,KDU-ČSL,KDU-ČSL,2788,1.97,32,35,-
2006,Janouškovec Pavel,Mgr.,47,KDU-ČSL,KDU-ČSL,3728,2.63,1,8,-
2006,Jelínek Jan, ,58,SOS,BEZPP,3490,2.06,17,20,-
2006,Ježík Vlastimil,Mgr.,36,"""KČ""","""KČ""",452,19.97,0,2,-
2006,Jílek Viktor,Ing.,41,PVP,BEZPP,3658,2.06,26,29,-
2006,Jíšová Andrea,Mgr.,27,ČSSD,ČSSD,9568,2.11,20,30,-
2006,Jurečko Michal, ,69,ODS,ODS,20818,2.06,18,40,-
2006,Jurečko Roman, ,39,ODS,ODS,21601,2.14,14,14,*
2006,Justová Jitka,Mgr.,58,ODS,ODS,21049,2.09,17,39,-
2006,Kabátníková Hana,Mgr.,36,"""KČ""",BEZPP,345,15.24,0,4,-
2006,Kadlec Petr, ,58,KSČM,KSČM,5619,2.02,40,46,-
2006,Karas Martin, ,23,KSČM,BEZPP,6006,2.16,6,12,-
2006,Karasová Věra,PhDr.,46,KSČM,KSČM,5740,2.06,39,45,-
2006,Karbanová Tereza, ,28,SZ,BEZPP,3126,1.85,41,44,-
2006,Kastner Petr, ,53,ODS,ODS,21333,2.11,10,32,-
2006,Kašpar Václav, ,30,NK,BEZPP,2935,1.73,42,45,-
2006,Klas Miroslav,Ing.,58,PVP,PVP,3729,2.1,13,15,-
2006,Klíma Vítězslav, ,50,ČSSD,ČSSD,9450,2.09,23,33,-
2006,Kohout Jiří,Ing.,27,SZ,SZ,4072,2.41,3,6,-
2006,Kojzar Jaroslav, ,57,KDU-ČSL,KDU-ČSL,2619,1.85,34,37,-
2006,Kolářík Stanislav,Ing.,52,ČSSD,ČSSD,9137,2.02,34,44,-
2006,Kolomazník Oldřich,Dr.,63,KSČM,KSČM,5810,2.09,33,39,-
2006,Komrska Přemysl,Ing.,56,KDU-ČSL,KDU-ČSL,2740,1.93,27,30,-
2006,Komzáková Marie,MUDr.,60,KDU-ČSL,BEZPP,2711,1.91,41,44,-
2006,Kopic Jiří,Ing.,43,KDU-ČSL,KDU-ČSL,2690,1.9,31,34,-
2006,Kortan Karel, ,55,PVP,BEZPP,3113,1.75,41,44,-
2006,Kotnauer Jan,Ing.,68,ČSSD,ČSSD,9475,2.09,25,35,-
2006,Kotrba Jaroslav,MUDr.,54,KDU-ČSL,KDU-ČSL,2945,2.08,15,18,-
2006,Kout Jindřich, ,61,SOS,BEZPP,3271,1.93,27,30,-
2006,Koželuhová Jaroslava, ,64,SOS,SOS,3096,1.83,36,39,-
2006,Krajdl Ladislav,Bc.,42,SNK ED,SNK ED,3633,2.15,10,12,-
2006,Krásný Josef,Ing.,69,ODS,ODS,21637,2.14,3,25,-
2006,Krejsová Marcela,JUDr.,48,ODS,ODS,22421,2.22,3,3,*
2006,Kroupa Petr,Ing.,43,ODS,ODS,21288,2.11,12,34,-
2006,Krupička Jaroslav, ,64,ČSSD,ČSSD,9241,2.04,32,42,-
2006,Krýslová Ivana,Mgr.,46,KDU-ČSL,KDU-ČSL,3076,2.17,11,14,-
2006,Krýslová Simona,MUDr.,29,NK,BEZPP,3970,2.35,6,11,-
2006,Kříž Antonín,Doc.,35,KDU-ČSL,BEZPP,3168,2.24,18,21,-
2006,Kříž Jiří, ,30,ODS,ODS,21833,2.16,6,6,*
2006,Křižan Jindřich,MUDr.,42,PVP,BEZPP,3467,1.95,35,38,-
2006,Kšír Václav, ,55,KSČM,KSČM,5916,2.12,14,20,-
2006,Kuběna René, ,35,ČSSD,ČSSD,9503,2.1,21,31,-
2006,Kuneš Jan,Ing.,37,NK,BEZPP,3460,2.05,16,19,-
2006,Kvit Karel,Dr.,55,KSČM,KSČM,5917,2.12,18,24,-
2006,Levora Miroslav,Ing.,59,ODS,ODS,21943,2.17,9,9,*
2006,Libotovský Ladislav, ,29,KDU-ČSL,KDU-ČSL,2701,1.91,30,33,-
2006,Lifka František, ,56,KSČM,KSČM,5877,2.11,22,28,-
2006,Liška Jiří,MUDr.,62,ČSSD,ČSSD,10388,2.3000000000000003,5,5,*
2006,Liška Milan, ,41,KDU-ČSL,BEZPP,2809,1.98,35,38,-
2006,Lodr Jiří,Ing.,45,KDU-ČSL,KDU-ČSL,4298,3.04,2,2,*
2006,Lokajíček Vlastimil,Bc.,27,ČSSD,ČSSD,9391,2.07,29,39,-
2006,Lomberský Jiří,Mgr.,73,PVP,PVP,3539,1.99,17,19,-
2006,Loučím Jan,Ing.,57,NK,BEZPP,3751,2.22,22,25,-
2006,Mainzer František,JUDr.,49,KSČM,KSČM,5887,2.11,32,38,-
2006,Makoň Karel, ,33,NK,BEZPP,6278,3.72,1,4,*
2006,Malota Jaroslav, ,39,ODS,ODS,21357,2.12,9,31,-
2006,Marian Jaroslav, ,49,US-DEU,US-DEU,3074,1.82,38,41,-
2006,Martínková Jana, ,51,KDU-ČSL,KDU-ČSL,2302,1.62,44,47,-
2006,Martinovský Ivan,"PhDr.,",69,PVP,BEZPP,3843,2.16,14,16,-
2006,Mařík Vladislav, ,41,ČSSD,ČSSD,9281,2.05,31,41,-
2006,Matějka Miroslav,Ing.,39,PVP,KAN,3630,2.04,24,27,-
2006,Matoušová Helena, ,46,ODS,ODS,21874,2.17,7,7,*
2006,Mazal Miroslav, ,57,KSČM,KSČM,5872,2.11,23,29,-
2006,Mazín Václav,Ing.,54,PVP,BEZPP,3902,2.19,8,6,-
2006,Meiner Karel, ,57,KSČM,KSČM,5846,2.1,25,31,-
2006,Miška Jan, ,58,ČSSD,ČSSD,9370,2.07,28,38,-
2006,Motl Leoš,Ing.,38,SD-SN,SNK ED,3454,2.04,13,16,-
2006,Moulis Martin,Mgr.,28,KDU-ČSL,KDU-ČSL,3380,2.39,5,5,-
2006,Mráz David, ,32,KDU-ČSL,KDU-ČSL,2400,1.69,43,46,-
2006,Mráz Radek, ,23,ODS,ODS,21473,2.13,6,28,-
2006,Mudra Milan, ,63,ČSSD,ČSSD,9623,2.13,12,22,-
2006,Náhlík Petr,Ing.,45,KDU-ČSL,KDU-ČSL,4982,3.52,1,1,*
2006,Nedbal Jaroslav,PhDr.,61,KSČM,KSČM,5783,2.08,34,40,-
2006,Neubauer Radislav, ,41,ČSSD,ČSSD,9508,2.1,17,27,-
2006,Neuberg Lumír,Ing.,41,ČSSD,ČSSD,9698,2.14,5,15,-
2006,Nováčková Lucie,Mgr.,28,KDU-ČSL,KDU-ČSL,2900,2.05,20,23,-
2006,Nový Ladislav, ,26,SZ,BEZPP,3314,1.96,35,38,-
2006,Odvody Jaroslav,DiS.,29,ČSSD,ČSSD,9642,2.13,9,19,-
2006,Opial Jaroslav, ,53,SZ,SZ,3387,2.0,28,31,-
2006,Osvald Petr,Ing.,40,ČSSD,ČSSD,10126,2.24,4,4,*
2006,Paleček Karel,JUDr.,29,ODS,ODS,21847,2.16,16,16,*
2006,Paul Václav, ,64,KSČM,KSČM,5821,2.09,28,34,-
2006,Pavelková Milena,Mgr.,60,ČSSD,ČSSD,9800,2.17,10,10,*
2006,Pazdera Pavel, ,51,KSČM,KSČM,5913,2.12,17,23,-
2006,Pelnářová Olga,RNDr.,48,SZ,BEZPP,3563,2.11,24,27,-
2006,Pešek Miloš,Prof.,56,KDU-ČSL,KDU-ČSL,3091,2.18,26,29,-
2006,Pikner Josef,Ing.,67,NK,BEZPP,3010,1.78,39,42,-
2006,Pivoňka Petr, ,36,KSČM,KSČM,5993,2.15,2,8,-
2006,Podaný Jiří, ,60,KSČM,KSČM,5795,2.08,35,41,-
2006,Podaný Pavel,Ing.,27,KDU-ČSL,KDU-ČSL,2462,1.74,42,45,-
2006,Podlipný Jiří,MUDr.,37,PVP,BEZPP,4196,2.36,5,12,-
2006,Pohůdka Vladimír, ,47,ODS,ODS,21380,2.12,8,30,-
2006,Popp Tomáš, ,28,SZ,SZ,3810,2.25,8,9,-
2006,Popule Petr,Ing.,53,SOS,BEZPP,3252,1.92,31,34,-
2006,Pospíšilík Miroslav,Ing.,43,KDU-ČSL,KDU-ČSL,2549,1.8,39,42,-
2006,Posseltová Věra,Ing.,65,ČSSD,ČSSD,9478,2.09,24,34,-
2006,Prokopcová Ladislava, ,53,PVP,BEZPP,3215,1.81,40,43,-
2006,Průša Josef,Doc.,67,ČSSD,ČSSD,10375,2.29,2,12,-
2006,Přecechtěl Jan, ,24,ODS,ODS,21296,2.11,13,35,-
2006,Pyrgalová Jitka, ,55,KSČM,KSČM,5859,2.1,24,30,-
2006,Rajchl Václav, ,28,"""KČ""",BEZPP,277,12.24,0,3,-
2006,Rajtmajer Karel,Ing.,52,KDU-ČSL,KDU-ČSL,2844,2.01,12,15,-
2006,Rauch Stanislav,Ing.,53,PVP,BEZPP,3946,2.22,11,13,-
2006,Reischig Tomáš,MUDr.,34,PVP,BEZPP,3711,2.08,27,30,-
2006,Rödl Pavel,Ing.,52,ODS,ODS,22837,2.26,1,1,*
2006,Rösch Ludvík,JUDr.,51,US-DEU,US-DEU,3847,2.27,11,13,-
2006,Rozšafný Oldřich,Ing.,47,KDU-ČSL,KDU-ČSL,3259,2.3000000000000003,8,10,-
2006,Rudolf Ondřej, ,35,KDU-ČSL,KDU-ČSL,2777,1.96,19,22,-
2006,Ruffer Ladislav, ,63,KSČM,KSČM,5883,2.11,16,22,-
2006,Rund Petr,Ing.,31,ODS,ODS,21742,2.15,10,10,*
2006,Rybářová -,Ročáková,58,KDU-ČSL,KDU-ČSL,3714,2.62,2,6,-
2006,Ryšánek Martin, ,29,ODS,ODS,21316,2.11,11,33,-
2006,Řehula Roman, ,40,ODS,ODS,21200,2.1,14,36,-
2006,Sedláček Vladimír, ,52,KSČM,KSČM,5917,2.12,10,16,-
2006,Sequensová Helena,Mgr.,54,SNK ED,BEZPP,4324,2.56,2,8,-
2006,Schnebergerová Milada, ,42,ČSSD,ČSSD,9517,2.1,22,32,-
2006,Skočil Jaroslav,RSDr.,57,KSČM,KSČM,5760,2.07,37,43,-
2006,Slavotínek Josef, ,39,ODS,ODS,20303,2.01,22,44,-
2006,Smolková Růžena, ,44,KDU-ČSL,KDU-ČSL,2545,1.8,40,43,-
2006,Sojka Oldřich,MUDr.,62,ČSSD,ČSSD,9743,2.15,6,16,-
2006,Sova Petr,Ing.,41,ČSSD,ČSSD,9907,2.19,8,8,*
2006,Spalová Simona, ,32,ODS,ODS,21522,2.13,5,27,-
2006,Speierl Václav, ,41,ODS,ODS,19005,1.88,25,47,-
2006,Spěváčková Jaroslava,Mgr.,54,PVP,BEZPP,3742,2.1,21,23,-
2006,Stehlík Čeněk,Ing.,50,PVP,BEZPP,3471,1.95,29,32,-
2006,Stehlík Václav,MUDr.,53,PVP,BEZPP,3498,1.97,33,36,-
2006,Stelzer Pavel,Ing.,56,SOS,BEZPP,4038,2.39,5,14,-
2006,Strejc Miroslav, ,52,SD-SN,SNK ED,3240,1.92,25,28,-
2006,Strobach Jiří, ,44,ODS,ODS,21765,2.16,18,18,*
2006,Suda Karel, ,57,KSČM,KSČM,5876,2.11,26,32,-
2006,Süssová Iva, ,44,KSČM,BEZPP,5857,2.1,30,36,-
2006,Svatoš Miroslav,MVDr.,45,PVP,BEZPP,4165,2.34,6,25,-
2006,Svejkovský Martin, ,20,KDU-ČSL,KDU-ČSL,2882,2.04,14,17,-
2006,Svoboda Miroslav,Mgr.,44,KDU-ČSL,KDU-ČSL,3284,2.32,6,7,-
2006,Syka Karel,Mgr.,57,PVP,BEZPP,4767,2.68,3,2,*
2006,Šantínová Věra, ,54,KDU-ČSL,BEZPP,2724,1.92,23,26,-
2006,Šebelová Jana,Mgr.,25,ČSSD,ČSSD,8666,1.91,37,47,-
2006,Šedo Ilja,PhDr.,55,PVP,BEZPP,3635,2.04,28,31,-
2006,Šimák Miloslav,Ing.,56,ČSSD,ČSSD,9983,2.21,2,2,*
2006,Široká Šárka,Mgr.,28,PVP,BEZPP,3535,1.99,31,34,-
2006,Šlajsová Miloslava,Ing.,54,ODS,ODS,21912,2.17,19,19,*
2006,Šorm Rudolf,Ing.,56,PVP,BEZPP,3331,1.87,36,39,-
2006,Šteinová Helena,Ing.,36,US-DEU,US-DEU,3633,2.15,15,18,-
2006,Štekl Václav,Ing.,30,KSČM,BEZPP,6192,2.22,4,4,*
2006,Štěpáník Milan,MUDr.,51,KDU-ČSL,KDU-ČSL,2862,2.02,24,27,-
2006,Štěrba Miroslav, ,52,ČSSD,ČSSD,9851,2.18,1,11,-
2006,Štěrba Miroslav, ,28,ČSSD,ČSSD,9493,2.1,27,37,-
2006,Štorek Zdeněk, ,59,"""KČ""",BEZPP,213,9.41,0,7,-
2006,Štrunc Petr, ,38,ODS,ODS,21660,2.15,11,11,*
2006,Študentová Eva, ,58,ČSSD,ČSSD,9568,2.11,14,24,-
2006,Švantner Miloslav, ,59,KSČM,KSČM,5944,2.13,8,14,-
2006,Tausch Milan,Ing.,39,PVP,BEZPP,4082,2.29,7,5,-
2006,Tichý Vladimír,Ing.,33,ODS,ODS,21892,2.17,8,8,*
2006,Tofl Petr, ,37,ODS,ODS,21742,2.15,13,13,*
2006,Topinka Milan,Bc.,42,ČSSD,ČSSD,9644,2.13,10,20,-
2006,Trapp Jan, ,36,ODS,ODS,21046,2.08,16,38,-
2006,Trejbalová Marie, ,37,KDU-ČSL,KDU-ČSL,2867,2.02,13,16,-
2006,Trhlík Jiří,Ing.,45,PVP,BEZPP,4229,2.38,4,10,-
2006,Trmota Zdeněk,Ing.,41,ČSSD,ČSSD,9791,2.16,4,14,-
2006,Tyšer Stanislav, ,50,ČSSD,ČSSD,9413,2.08,26,36,-
2006,Uhlík František, ,38,ODS,ODS,21632,2.14,17,17,*
2006,Uhlík Jiří, ,36,ODS,ODS,22086,2.19,2,2,*
2006,Uhlík Milan,Ing.,35,ODS,ODS,21153,2.1,15,37,-
2006,Ulč Václav,Ing.,45,KDU-ČSL,BEZPP,3120,2.2,21,24,-
2006,Urie Bohumil,Mgr.,50,KSČM,BEZPP,5844,2.1,27,33,-
2006,Urksová Stanislava, ,62,KSČM,KSČM,5571,2.0,41,47,-
2006,Vacovská Hana,MUDr.,53,PVP,BEZPP,3644,2.05,30,33,-
2006,Valenta Jiří,PhDr.,40,KSČM,KSČM,6271,2.25,2,2,*
2006,Veverková Pravoslava, ,59,ČSSD,ČSSD,9756,2.16,7,17,-
2006,Vileta Karel, ,59,KSČM,KSČM,5847,2.1,29,35,-
2006,Vítek Karel,Ing.,50,PVP,PVP,4337,2.44,2,4,-
2006,Vlach Pavel,Ing.,62,ČSSD,ČSSD,9273,2.05,30,40,-
2006,Vlček Pavel,MUDr.,51,PVP,BEZPP,3924,2.2,16,18,-
2006,Vlk Otto, ,53,KSČM,KSČM,5813,2.09,31,37,-
2006,Vokoun Antonín, ,29,SZ,SZ,3216,1.9,37,40,-
